"Nom";"ReductionVitesse";"PourcentPasse";"PasseMl";"CalageExtraH";"PrixMilleClics";"NbCouleurHP";"Site";"Press";"Cle"
"7 Couleurs+1 Blanc+1 Silver";"0.78";"0.1";"15";"0.42";"13.37";"18";"AESU";"HP6000 Offline";"AESU - 7 Couleurs+1 Blanc+1 Silver"
"7 Couleurs+1 Blanc+2 Silvers";"0.8";"0.1";"15";"0.42";"16.93";"20";"AESU";"HP6000 Offline";"AESU - 7 Couleurs+1 Blanc+2 Silvers"
"7 Couleurs+2 Silvers";"0.78";"0.1";"15";"0.42";"17.51";"18";"AESU";"HP6000 Offline";"AESU - 7 Couleurs+2 Silvers"
"7 Couleurs+2 Blancs";"0.78";"0.1";"15";"0.42";"9.23";"18";"AESU";"HP6000 Offline";"AESU - 7 Couleurs+2 Blancs"
"7 Couleurs+2 Blancs+1 Silver";"0.8";"0.1";"15";"0.42";"13.2";"20";"AESU";"HP6000 Offline";"AESU - 7 Couleurs+2 Blancs+1 Silver"
"7 Couleurs+3 Silvers";"0.8";"0.1";"15";"0.42";"20.66";"20";"AESU";"HP6000 Offline";"AESU - 7 Couleurs+3 Silvers"
"8 Couleurs+1 Silver";"0.78";"0.1";"15";"0.42";"13.01";"18";"AESU";"HP6000 Offline";"AESU - 8 Couleurs+1 Silver"
"8 Couleurs";"0.75";"0.1";"15";"0.42";"8.52";"16";"AESU";"HP6000 Offline";"AESU - 8 Couleurs"
"8 Couleurs+1 Blanc";"0.78";"0.1";"15";"0.42";"8.87";"18";"AESU";"HP6000 Offline";"AESU - 8 Couleurs+1 Blanc"
"8 Couleurs+1 Blanc+1 Silver";"0.8";"0.1";"15";"0.42";"12.88";"20";"AESU";"HP6000 Offline";"AESU - 8 Couleurs+1 Blanc+1 Silver"
"8 Couleurs+2 Silvers";"0.8";"0.1";"15";"0.42";"16.61";"20";"AESU";"HP6000 Offline";"AESU - 8 Couleurs+2 Silvers"
"8 Couleurs+2 Blancs";"0.8";"0.1";"15";"0.42";"9.15";"20";"AESU";"HP6000 Offline";"AESU - 8 Couleurs+2 Blancs"
"9 Couleurs";"0.78";"0.1";"15";"0.42";"8.52";"18";"AESU";"HP6000 Offline";"AESU - 9 Couleurs"
"9 Couleurs+2 Blancs";"0.82";"0.1";"15";"0.42";"9.1";"22";"AESU";"HP6000 Offline";"AESU - 9 Couleurs+2 Blancs"
"9 Couleurs+1 Blanc";"0.8";"0.1";"15";"0.42";"8.83";"20";"AESU";"HP6000 Offline";"AESU - 9 Couleurs+1 Blanc"
